STATE,YEAR,INCOME,PERC_BUSINESS_RETURN,UNEMP_COMP_PR,PERC_RE,AGI_PR
Louisiana,2011,25k - 50k,13.49,305.37,11.95,36206.12057
Kansas,2013,50k - 75k,16.56,293.62,30.29,61765.45722
South Dakota,2011,200k+,25.44,5.66,73.09,484847.5649
Kentucky,2010,50k - 75k,15.41,953.7,44.78,62028.4488
New Mexico,2011,50k - 75k,15.16,478.23,37.21,61513.98218
Colorado,2012,Under 25k,15.22,427.15,5.88,12447.05422
North Dakota,2013,Under 25k,8.77,90.26,1.96,12519.32723
Wyoming,2012,Under 25k,9.35,272.31,3,12566.76736
Arkansas,2012,200k+,25.8,67.85,89.75,586753.691
New Mexico,2013,100k - 200k,19.38,173.42,65.95,134006.2296
Minnesota,2013,Under 25k,11.58,211.58,5.02,11704.66241
New Mexico,2010,Under 25k,12.39,761.63,4.82,12514.87531
Rhode Island,2015,50k - 75k,13.37,428.82,39.78,61715.15027
Virginia,2013,50k - 75k,13.46,184.57,40.41,61665.89271
Mississippi,2012,200k+,32.33,32.89,87.07,473966.2945
Idaho,2013,200k+,24.6,40.86,89.93,455329.8527
Alaska,2011,100k - 200k,22.46,392,60.05,133855.9819
New York,2012,50k - 75k,12.8,557.91,34.78,61480.39015
Vermont,2015,Under 25k,14.78,151.69,3.77,11782.23874
Georgia,2014,25k - 50k,16.66,125.65,18.68,35850.66088
Arizona,2012,25k - 50k,11.06,292.79,19.79,35903.06968
Michigan,2010,Under 25k,13.88,1088.25,6.16,11730.54762
Colorado,2014,100k - 200k,21.74,160,71.98,136181.6199
Alaska,2013,100k - 200k,21.58,351.66,52.11,135461.3647
Illinois,2012,200k+,21.59,213.81,91.19,561384.9639
Massachusetts,2010,200k+,25.86,668.08,94.15,551956.0047
Texas,2012,200k+,28.44,114.95,81.28,601185.8074
Hawaii,2014,50k - 75k,15.05,347.49,27.3,61447.58505
Utah,2014,100k - 200k,20.73,99.35,81.73,132558.5691
Oklahoma,2010,200k+,32.02,68.53,90.23,505227.401
New Jersey,2015,Under 25k,14.97,253.77,7.2,11903.00106
Utah,2014,75k - 100k,18.88,150.21,65.95,86562.4288
Michigan,2012,75k - 100k,16.11,501.33,55.72,86490.94336
Louisiana,2015,50k - 75k,16.52,112.93,22,61396.1601
Louisiana,2014,Under 25k,19.23,86.29,1.79,12894.14795
California,2012,50k - 75k,15.71,760.91,38.78,61487.72462
Iowa,2012,100k - 200k,18.38,189.64,76.43,136496.2134
Illinois,2011,200k+,22.05,238,92.06,509466.7544
Michigan,2014,Under 25k,14.17,160.83,3.93,11607.74751
Virginia,2013,75k - 100k,15.05,157.58,58.05,86835.57067
Utah,2012,25k - 50k,13.36,359.94,23.76,36334.53786
Indiana,2013,50k - 75k,13.98,327.82,29.61,61588.02709
Michigan,2011,100k - 200k,18.08,443.91,80.68,132565.9656
Georgia,2015,Under 25k,24.17,79.63,3.87,12762.44586
Louisiana,2011,50k - 75k,16.7,214.91,26.33,61357.52496
South Dakota,2012,Under 25k,9.41,115.8,2.75,12140.03839
Oregon,2011,50k - 75k,16.28,1024.58,54.21,61609.55379
Nevada,2011,100k - 200k,18.42,599.31,68.44,132367.936
Wisconsin,2012,Under 25k,9.72,491.56,6.13,11909.31066
Ohio,2010,75k - 100k,16.84,757.7,64.41,86380.5082
Hawaii,2013,Under 25k,13.21,239.13,3.91,12353.55597
Arkansas,2010,Under 25k,14.9,590.45,3.64,12813.56245
Wisconsin,2014,200k+,20.54,38.92,91.69,476242.364
North Carolina,2012,50k - 75k,16.74,585.51,46.12,61452.05439
North Carolina,2012,200k+,24.84,139.66,93.73,466190.7755
Connecticut,2011,25k - 50k,11.63,1274.99,24.84,36441.98631
Oklahoma,2012,50k - 75k,17.26,232.5,30.44,61526.01724
Washington,2013,75k - 100k,15.14,552.24,50.12,86727.71541
Indiana,2010,Under 25k,11.07,872.89,4.54,11961.24919
Alabama,2015,75k - 100k,17.16,81.57,42.33,86650.98286
Ohio,2014,50k - 75k,13.52,232.65,33.06,61371.59723
Minnesota,2010,25k - 50k,13.14,1156.09,28.07,36419.47291
Alaska,2015,25k - 50k,12.45,822.86,8.06,36558.06173
Wyoming,2011,100k - 200k,20.59,168.66,54.4,131809.38
Alabama,2013,100k - 200k,18.85,99.28,69.17,134120.82
South Dakota,2011,50k - 75k,19.92,157.62,24.29,62339.50478
Washington,2013,25k - 50k,10.49,591.94,16.71,36389.06258
South Dakota,2014,50k - 75k,18.36,86.09,18.38,61904.75385
Maine,2011,200k+,25.35,24.52,94.93,405965.1511
North Carolina,2015,25k - 50k,13.19,81.42,15.7,35942.19518
Nevada,2011,25k - 50k,9.81,1050.89,17.98,35778.28668
Massachusetts,2015,200k+,24.74,228.79,92.05,548744.9441
New Mexico,2014,100k - 200k,19.35,124.49,62.76,134534.5123
Hawaii,2014,Under 25k,13.75,160.31,3.53,12414.58555
Wisconsin,2010,100k - 200k,17.14,562.89,89.47,133617.0761
District Of Columbia,2014,25k - 50k,12.69,242.37,9.94,37014.78365
Ohio,2014,Under 25k,12.4,118.47,3.1,12249.29998
Arizona,2011,200k+,24.31,64.58,91.76,449044.1802
Arizona,2010,200k+,24.68,109.4,93.55,462763.0083
Texas,2015,25k - 50k,15.19,242.64,9.83,36154.10556
Arizona,2014,75k - 100k,16.38,103.16,48.76,86578.11421
Georgia,2012,Under 25k,22.22,389.48,5.02,12815.82141
Montana,2015,100k - 200k,21.15,131.02,70.61,134238.0925
Nevada,2014,Under 25k,16.09,243.21,3.8,13265.19615
Rhode Island,2012,75k - 100k,16.22,1030.74,66.01,86481.03216
Minnesota,2015,25k - 50k,11.71,294.68,16.25,36522.16555
Kansas,2011,Under 25k,10.84,421.66,5.31,11893.20511
New Jersey,2010,Under 25k,13.35,1259.19,9.24,12139.57226
Mississippi,2013,100k - 200k,21.08,93.75,66.91,134547.8379
Alaska,2013,75k - 100k,18.84,591.56,36.9,86817.24235
Washington,2014,25k - 50k,10.57,366.6,14.76,36390.82293
Montana,2010,200k+,28.79,70.98,92.03,500514.4871
West Virginia,2015,Under 25k,9.18,161.34,1.25,12280.01886
Illinois,2010,75k - 100k,15.48,1121.6,62.98,86616.2289
North Carolina,2014,25k - 50k,13.07,128.23,16.61,35848.5593
New Mexico,2013,50k - 75k,14.16,287.39,31.57,61509.42594
Minnesota,2013,50k - 75k,15.79,485.83,41.83,61716.51244
Missouri,2011,75k - 100k,17.4,394.6,60.4,86501.23092
Wyoming,2013,Under 25k,10.83,191.77,3.15,11897.20024
Montana,2010,50k - 75k,20.24,781.32,47.79,62745.67756
Minnesota,2012,100k - 200k,18.74,365.02,85.27,135258.3621
Wyoming,2013,200k+,27.71,35.04,66.21,692281.6448
Idaho,2011,200k+,25.51,29.73,91.08,450632.2871
Texas,2015,200k+,27.14,82.05,76.63,521795.8784
Idaho,2014,Under 25k,13.06,150.17,4.65,12549.00245
North Dakota,2012,25k - 50k,11.3,253.2,9.24,36302.49511
United States,2014,Under 25k,16.8,173.6,3.88,12378.7686
Kentucky,2013,100k - 200k,19.04,236.29,78.34,133510.846
North Dakota,2013,25k - 50k,10.92,252.61,7.75,36390.16695
Georgia,2014,50k - 75k,17.39,113.83,41.36,61375.863
New Hampshire,2012,75k - 100k,18.13,463.99,56.46,86639.43715
Utah,2013,25k - 50k,13.18,299.84,21.19,36363.52182
Colorado,2012,25k - 50k,13.8,564.75,20.39,36243.01272
Maine,2015,Under 25k,14.86,143.76,3.97,12372.81241
Delaware,2012,Under 25k,9.89,502.7,4.8,12526.56131
Arizona,2011,Under 25k,14.29,557.52,6.93,13132.22422
Michigan,2014,100k - 200k,17.77,165.01,72.29,134136.2331
District Of Columbia,2010,25k - 50k,11.03,545.09,13.4,36714.10952
Georgia,2011,25k - 50k,14.99,453.02,24.14,35750.53915
United States,2013,50k - 75k,14.79,423.35,35.39,61527.33345
Missouri,2013,200k+,25.11,45.18,93.07,477135.1667
Tennessee,2010,200k+,31.79,100.18,86.38,505384.1424
Alabama,2013,200k+,25.67,29.3,89.48,433232.0026
North Dakota,2015,25k - 50k,10.33,199.37,6.29,36531.5752
Florida,2013,25k - 50k,13.64,197.99,14.36,35762.1351
Minnesota,2013,75k - 100k,17.63,446.19,59.26,86783.29348
Connecticut,2012,100k - 200k,20.7,750.22,86.4,136268.6848
Florida,2013,200k+,22.75,39.28,77.54,590058.3182
Delaware,2013,Under 25k,9.93,367.52,4.21,12451.87347
Pennsylvania,2011,75k - 100k,15.23,1085.12,57.11,86446.95987
Nevada,2015,Under 25k,16.37,191.96,3.75,13333.53428
Colorado,2012,75k - 100k,19.37,420.48,59.62,86693.82831
Nebraska,2014,25k - 50k,11.63,119.64,12.98,36204.13514
Maine,2011,100k - 200k,21.15,197.49,86.64,133026.5293
Massachusetts,2010,75k - 100k,17.86,1666.2,65.68,86687.10133
South Carolina,2012,Under 25k,14.32,424.05,4.41,12705.14944
Pennsylvania,2014,50k - 75k,12.69,480.57,32.49,61598.87044
Ohio,2013,75k - 100k,16.19,327.9,51.92,86463.96583
Massachusetts,2011,75k - 100k,17.6,1180.32,63.11,86653.41853
Maine,2012,200k+,24.37,52.78,94.44,459372.429
North Carolina,2011,100k - 200k,20.22,469.24,86.13,133515.6531
Nevada,2010,50k - 75k,12.58,1365.8,42.86,61434.18136
Florida,2012,200k+,22.78,51.64,82.17,689054.0759
Nevada,2012,Under 25k,14.49,702.84,4.8,13370.83401
Mississippi,2012,75k - 100k,18.34,196.4,48.95,86583.22542
Maryland,2014,100k - 200k,19.68,155.94,83.43,137459.9531
New Hampshire,2012,50k - 75k,16.71,482.6,41.16,61640.84893
Virginia,2011,25k - 50k,11.38,336.58,22.44,36352.13025
Oregon,2014,200k+,23.32,100.62,91.61,428723.9049
New Hampshire,2011,75k - 100k,18.89,552.07,59.64,86604.68668
Delaware,2010,75k - 100k,14.47,793.11,65.47,86516.48777
New Hampshire,2014,50k - 75k,15.59,265.17,35.27,61709.61755
South Dakota,2010,100k - 200k,21.98,90.27,56.49,141012.6896
New Jersey,2010,50k - 75k,12.44,1728.5,49.57,61568.85512
Missouri,2011,100k - 200k,19.16,257.47,81.97,132642.6505
District Of Columbia,2010,Under 25k,19.88,863.43,4.56,12745.91723
Mississippi,2014,75k - 100k,18.04,101.94,41.71,86600.44328
Arizona,2011,50k - 75k,14.59,351.43,45.02,61454.42407
California,2014,50k - 75k,15.54,400.78,33.86,61466.12532
Maryland,2013,25k - 50k,12.76,413.16,21.04,36497.44918
Alaska,2012,200k+,27.87,61.89,77.57,439098.6184
New Jersey,2014,50k - 75k,12.16,503.33,40.63,61596.37726
Alabama,2010,100k - 200k,19.44,228.06,77.49,134685.8521
Oregon,2011,Under 25k,13.04,868.18,8.71,12460.41517
Arizona,2010,50k - 75k,14.89,529.86,50.18,61506.74364
Michigan,2015,200k+,22.07,9.5,92.39,469569.5793
Oregon,2011,75k - 100k,17.61,859.84,72.86,86439.00589
Pennsylvania,2015,75k - 100k,14.6,439.11,45.57,86665.84648
South Carolina,2012,25k - 50k,12.03,332.52,19.91,35707.4009
North Dakota,2012,Under 25k,8.76,111.64,2.28,12482.79624
California,2013,100k - 200k,20.45,527.13,72.31,136970.8258
Nebraska,2015,75k - 100k,17.37,78.49,42.13,87268.24859
Kentucky,2011,25k - 50k,11.97,697.66,20.83,36016.55002
Minnesota,2012,75k - 100k,17.78,523.56,64.26,86745.34727
Iowa,2015,25k - 50k,11.68,340.68,14.93,36460.15327
Hawaii,2011,Under 25k,12.66,429.09,5.15,12248.67603
Nebraska,2011,75k - 100k,18.74,175.4,57.96,86722.77766
New York,2015,50k - 75k,12.31,199.21,28.91,61472.26581
Nevada,2014,50k - 75k,12.82,325.08,29.24,61510.88002
Illinois,2011,Under 25k,15.81,656.81,6.16,12093.07197
Missouri,2010,Under 25k,13.01,655.45,5.49,12318.96908
New Mexico,2011,Under 25k,13.13,632.75,4.39,12404.5909
Rhode Island,2011,Under 25k,12.35,884.68,6.19,12042.95828
Delaware,2010,200k+,22.17,202.08,94.46,411077.2592
Georgia,2011,75k - 100k,18.89,386.04,69.69,86488.55647
Massachusetts,2014,100k - 200k,19.61,540.74,77.47,137489.6198
Alabama,2013,Under 25k,16.86,217.36,3.28,12929.41481
North Dakota,2011,Under 25k,9.8,175.86,2.86,12368.82828
Maine,2010,Under 25k,15.09,665.29,6.11,12383.37293
New Mexico,2014,Under 25k,13.11,186.24,3.08,12379.63194
Louisiana,2011,200k+,30.66,9.1,83.96,453681.2528
Idaho,2015,Under 25k,13.13,118.7,4.6,12566.64861
Louisiana,2014,75k - 100k,18.78,83.84,30.87,86651.84059
Connecticut,2010,200k+,25.84,501.74,94.41,689902.5766
Pennsylvania,2012,75k - 100k,14.99,886.32,54.14,86537.09195
Wisconsin,2011,Under 25k,9.87,649.89,6.61,11886.20966
Virginia,2010,50k - 75k,13.93,402.2,48.36,61777.83189
Alabama,2011,200k+,25.62,35.86,91.56,449254.1629
Kentucky,2010,100k - 200k,19.73,479.21,83.67,134050.427
California,2013,Under 25k,20.06,510.02,4.86,12774.6866
Tennessee,2012,100k - 200k,22.26,180.75,62.82,134098.5086
Wyoming,2013,25k - 50k,12.39,399.72,11.95,36466.35225
Arizona,2015,200k+,23.9,8.31,88.77,463957.7087
New Mexico,2014,75k - 100k,15.92,166.13,41.58,86784.04917
Wisconsin,2012,100k - 200k,16.98,312.7,85.93,132821.2618
Indiana,2011,75k - 100k,16.17,521.37,54.12,86350.60396
Colorado,2015,Under 25k,16.53,124.02,4.47,12487.77251
New York,2011,200k+,24.03,254.46,82.87,664041.4797
Delaware,2014,75k - 100k,13.63,218.26,52.4,86660.07007
Pennsylvania,2013,100k - 200k,17.74,521.86,74.68,134618.7145
Missouri,2011,Under 25k,13.01,492.37,5.03,12131.24148
Michigan,2015,50k - 75k,14.17,232.76,31.35,61631.93154
Kentucky,2014,75k - 100k,16.22,203.89,51.19,86739.53762
Kentucky,2012,75k - 100k,16.64,437.09,58.47,86677.67124
Vermont,2010,75k - 100k,21.81,568.29,61.82,87761.8655
Oklahoma,2011,100k - 200k,23.1,143.63,73.02,132971.279
West Virginia,2013,100k - 200k,16.7,236.03,60.33,133713.294
Idaho,2010,75k - 100k,20.61,671.69,69.57,86837.19824
Louisiana,2013,Under 25k,18.66,137.55,2.03,12836.19699
Arizona,2012,100k - 200k,19.31,172.35,74.8,133708.3122
Arkansas,2015,Under 25k,16.02,132.28,2.39,12832.1939
Nebraska,2014,50k - 75k,16.42,106.74,29.74,61769.57013
North Dakota,2010,50k - 75k,18.52,434.34,22.73,64448.50288
Kentucky,2012,25k - 50k,11.55,553.81,18.64,35971.54587
Nebraska,2012,50k - 75k,17.14,190.25,35.49,61902.46433
Vermont,2012,50k - 75k,20.3,420.78,39.02,61778.63333
Nevada,2010,25k - 50k,9.63,1331.67,20.51,35688.58039
Ohio,2011,200k+,25.68,73.27,92.78,453702.2677
Alaska,2014,100k - 200k,21.74,326.58,49.23,135824.7207
Nebraska,2011,200k+,23.54,11.56,88.68,465797.8576
Montana,2014,Under 25k,12.07,135.45,4.78,12239.09405
New Jersey,2012,50k - 75k,12.18,1155.67,45.17,61610.09371
California,2013,25k - 50k,14.18,695.86,15.88,36062.54649
New Mexico,2013,75k - 100k,16.35,235.95,44.43,86753.10066
Hawaii,2014,200k+,28.75,55.9,83.75,413429.3832
Georgia,2011,100k - 200k,20.44,273.34,85.51,134449.2876
California,2013,200k+,24.08,331.27,86.74,511001.7518
New Hampshire,2013,Under 25k,11.6,179.16,5.93,11684.32165
Idaho,2011,75k - 100k,20.28,487.75,66.22,86322.95402
Kansas,2015,25k - 50k,11.85,185.22,11.56,36260.86204
Tennessee,2012,Under 25k,17.24,329.85,3.61,12599.85718
Delaware,2012,75k - 100k,14.39,470.25,59.37,86591.66355
Washington,2015,Under 25k,11.54,161.46,4.82,12608.20321
North Dakota,2014,200k+,24.26,12.53,60.53,526678.5455
Washington,2012,50k - 75k,13.46,805.57,39.98,61670.74795
North Dakota,2015,50k - 75k,14.52,296.7,15.38,61970.51851
Massachusetts,2014,Under 25k,12.69,249.09,5.48,11636.84315
Vermont,2012,Under 25k,14.75,345.25,4.73,11732.89736
Vermont,2012,25k - 50k,15.91,513.76,18.53,36069.42863
Wyoming,2014,100k - 200k,19.57,94.72,44.3,134560.9822
Kansas,2011,100k - 200k,20.85,293.31,81.41,133543.1636
Arizona,2015,50k - 75k,14.27,98.67,33.47,61479.00998
Wisconsin,2015,200k+,19.52,7.88,91.81,480335.0329
North Carolina,2012,25k - 50k,12.98,599.54,21.84,35717.5374
Wisconsin,2014,75k - 100k,15.12,287.63,54.7,86622.25069
Iowa,2014,Under 25k,11.3,172.64,4.31,12368.799
Arizona,2012,75k - 100k,16.44,218.89,56.06,86523.68333
Arkansas,2013,50k - 75k,15.76,353.39,27.81,61586.15703
Washington,2010,25k - 50k,11.22,1680.95,23.16,36342.45616
Illinois,2011,75k - 100k,15.19,790.78,63.02,86529.76047
Maine,2011,75k - 100k,20.16,335.71,64.38,86440.6166
Maryland,2011,50k - 75k,14.75,416.06,51.3,61568.54197
Connecticut,2011,75k - 100k,17.49,1075.5,69.9,86721.60274
Florida,2014,200k+,22.73,19.85,75.9,628341.7369
Mississippi,2010,50k - 75k,16.95,369.62,37.84,61715.43447
South Dakota,2010,Under 25k,10.83,217.35,3.61,12194.68441
Arizona,2014,Under 25k,15.58,148.17,5.14,13094.8993
Wyoming,2011,Under 25k,11.07,925.84,3.93,12869.05653
Michigan,2013,Under 25k,14.02,334.71,4.41,11563.38236
Kentucky,2014,50k - 75k,14.48,242.98,32.99,61643.71792
New York,2011,100k - 200k,18.83,522.24,75.47,135346.2933
Louisiana,2015,Under 25k,19.91,86.26,1.75,12955.8258
West Virginia,2015,25k - 50k,9.53,355.8,6.83,36120.71613
Rhode Island,2014,100k - 200k,19.11,427.09,81.27,134826.8252
Alaska,2014,50k - 75k,15.96,735.5,22.69,61711.40953
New Mexico,2010,75k - 100k,17.43,505.93,55.8,86779.1238
Washington,2011,200k+,22.22,225.86,87.82,454545.071
Vermont,2013,200k+,27.26,35.85,93.77,425782.6999
Alabama,2010,50k - 75k,16.31,445.15,41.78,61551.98666
Oklahoma,2013,200k+,31.07,28.42,86.57,488157.037
Massachusetts,2012,50k - 75k,14.06,905.63,41.72,61516.29129
Connecticut,2013,Under 25k,13.3,541.51,6.46,11715.67089
Massachusetts,2010,25k - 50k,11.38,1582.61,22.06,36487.94478
New York,2014,Under 25k,20.14,212.51,3.6,11969.23349
New York,2012,200k+,23.93,262.25,82.68,736248.8264
Florida,2015,Under 25k,23.99,61.75,3.55,12876.01736
Georgia,2010,100k - 200k,20.45,389.65,87.54,135039.9158
Maine,2014,100k - 200k,20.6,111.56,78.83,135890.6345
Arizona,2014,200k+,24.09,28.42,88.42,458394.9031
Alaska,2011,25k - 50k,12.33,987.16,12.18,36658.14303
Hawaii,2015,50k - 75k,14.91,258.11,26.07,61387.29856
North Carolina,2015,Under 25k,16.75,66.9,4.35,12622.36863
Maryland,2012,75k - 100k,16.73,351.57,67.86,86723.4837
Nebraska,2010,50k - 75k,18.33,325.36,40.53,62676.20984
Virginia,2015,25k - 50k,12.13,110.51,16.53,36391.222
Louisiana,2014,25k - 50k,13.85,87.95,9.46,36065.40631
Colorado,2012,100k - 200k,21.82,297.83,77.79,135425.1006
District Of Columbia,2013,50k - 75k,12.71,168.77,25.09,61293.17379
Nevada,2010,75k - 100k,14.98,1192.56,57.78,86279.63499
Nevada,2014,75k - 100k,14.7,294.69,40.48,86428.54042
West Virginia,2012,25k - 50k,9.82,587.89,9.18,36141.41789
Georgia,2013,25k - 50k,16.15,253.9,20.8,35816.73182
Idaho,2013,50k - 75k,18.81,399.96,37.86,61570.42703
Tennessee,2011,Under 25k,17.13,537.56,3.99,12577.19446
Arizona,2011,100k - 200k,19.53,208.27,78.23,133196.6524
Massachusetts,2011,50k - 75k,14.5,1110.4,44.54,61614.57015
Missouri,2015,100k - 200k,18.56,95.01,72.49,135059.7221
Arizona,2013,Under 25k,15.09,252.69,5.64,13056.33911
Nevada,2012,25k - 50k,9.95,697.2,16.23,35737.4921
Hawaii,2013,100k - 200k,20.89,324.71,66.86,133160.0572
Wisconsin,2015,25k - 50k,9.76,251.75,16.35,36381.91873
Alaska,2013,25k - 50k,12.41,746.51,9.8,36485.21319
Nevada,2011,Under 25k,14.28,1083.71,5.48,13470.85268
Connecticut,2013,200k+,25.57,316,93.8,628051.5364
Indiana,2012,75k - 100k,15.77,398.01,49.29,86435.22223
Wyoming,2012,75k - 100k,17.75,229.71,36.37,87548.9934
Indiana,2014,25k - 50k,10.31,167.57,12.14,36141.95309
United States,2011,75k - 100k,17.16,623.13,58.6,86497.36719
North Dakota,2015,Under 25k,9.37,53.01,1.88,12515.3198
Maryland,2011,Under 25k,16.42,538.54,6.72,12273.26327
Arizona,2010,Under 25k,14.01,775.87,8.15,13175.08468
Texas,2012,Under 25k,20.03,307.96,2.94,12766.87563
Washington,2014,75k - 100k,14.93,367.72,46.68,86760.00302
Missouri,2015,200k+,23.81,12.47,92.51,496412.4561
Delaware,2010,50k - 75k,12.48,809.12,48.52,61597.73705
Idaho,2015,75k - 100k,19.53,194.87,51.74,86625.15597
North Dakota,2015,200k+,22.53,0,66.69,476614.9685
Maine,2012,50k - 75k,18.75,437.3,41.2,61607.13663
Colorado,2010,50k - 75k,17.73,894.25,51.21,61772.03073
New Hampshire,2015,Under 25k,11.75,83.06,5.27,11787.44423
Florida,2012,75k - 100k,15.85,235.82,44.89,86385.38356
North Carolina,2013,100k - 200k,20.04,219.4,81.35,134630.9634
Tennessee,2013,100k - 200k,22.21,127.21,58.56,134109.7039
Idaho,2013,Under 25k,12.97,268.7,5.19,12457.54707
Kansas,2013,200k+,28.66,52.67,91.4,472633.6589
Minnesota,2013,25k - 50k,12.07,432.63,20.08,36448.02327
Nebraska,2012,Under 25k,11.2,233.66,3.82,12192.30352
Arizona,2015,Under 25k,15.84,121.02,5.14,13117.58608
Iowa,2014,200k+,22.14,36.64,89.36,432475.8015
Alaska,2015,50k - 75k,15.24,765.56,21.75,61678.79599
South Dakota,2014,100k - 200k,20.55,31.95,40.32,139042.2555
United States,2010,100k - 200k,19.8,679.14,80.09,135151.9009
North Carolina,2011,50k - 75k,16.88,761.38,49.78,61446.14486
West Virginia,2012,50k - 75k,12.3,544.76,21.29,61772.40155
Oregon,2014,75k - 100k,17.02,340.49,63.51,86626.50852
New York,2013,200k+,24.04,208.94,82.23,679787.9413
Washington,2015,25k - 50k,10.5,299.79,13.9,36456.28917
South Carolina,2012,50k - 75k,15.68,315.33,43.01,61414.1934
Wisconsin,2015,50k - 75k,13.5,260.07,35.44,61655.1246
North Dakota,2014,25k - 50k,10.14,167.47,6.22,36412.933
United States,2012,75k - 100k,16.85,507.47,54.96,86618.07432
Maryland,2015,75k - 100k,16.72,137.76,62.17,86808.50584
Massachusetts,2015,Under 25k,12.95,193.65,5.51,11653.99551
New Jersey,2011,75k - 100k,15,1469.12,66.04,86722.07152
Ohio,2013,200k+,25.48,57.78,91.65,448676.4791
Georgia,2011,50k - 75k,17.3,442.36,51.74,61316.51
Montana,2015,Under 25k,12.17,115.35,4.79,12246.92634
Missouri,2014,Under 25k,12.62,132.02,3.47,12090.45188
Massachusetts,2013,75k - 100k,16.81,782.65,56.8,86691.9968
Kansas,2011,200k+,27.46,76.48,92.61,463770.0576
Georgia,2010,75k - 100k,19.14,574.6,73.31,86519.20638
District Of Columbia,2013,200k+,27.76,44.67,85.25,500727.7825
Georgia,2015,100k - 200k,20.78,60.4,77.2,136193.6598
Louisiana,2014,50k - 75k,16.46,87.89,21.75,61409.38097
Maryland,2014,200k+,24.95,53.14,94.07,420059.5309
Kansas,2012,200k+,26.9,87.04,91.73,512937.2354
Hawaii,2014,25k - 50k,11.36,302.88,10.55,36331.75345
Missouri,2015,Under 25k,12.67,99.11,3.42,12132.91436
Wyoming,2011,75k - 100k,18.83,294.93,40.33,86574.27971
California,2010,50k - 75k,15.96,1230.09,44.04,61508.8235
Washington,2012,100k - 200k,17.38,544.5,70.6,134715.2836
Montana,2013,100k - 200k,21.57,190.03,72.08,133995.8557
United States,2010,200k+,24.98,317.72,90.83,520750.0501
Tennessee,2011,25k - 50k,13.39,459.1,17.37,35882.94321
South Carolina,2013,50k - 75k,15.36,211.98,39.28,61372.9621
Georgia,2014,200k+,23.82,27.28,92.38,477304.4251
South Carolina,2012,100k - 200k,19.16,202.48,81.21,133265.4835
South Carolina,2015,50k - 75k,15.42,90.32,35.09,61385.99256
California,2014,25k - 50k,14.32,442.36,14.47,36092.78184
Massachusetts,2012,Under 25k,12.24,523.49,6.53,11673.04724
Arkansas,2011,100k - 200k,20.19,244.1,76.25,132792.672
California,2011,75k - 100k,17.79,875.06,58.43,86489.98193
Wyoming,2012,25k - 50k,12.09,560.82,12.56,36435.41873
Colorado,2014,200k+,25.62,59.68,89.15,475871.9837
Kentucky,2010,75k - 100k,17.01,763.63,65.13,87334.37957
Delaware,2015,Under 25k,11.21,160.99,3.74,12475.42777
Pennsylvania,2013,50k - 75k,12.89,765.02,34.84,61616.15125
Nebraska,2011,Under 25k,11.65,332.96,4.5,12134.8317
Florida,2011,100k - 200k,18.07,257.54,65.85,133601.0231
Vermont,2011,200k+,27.69,17.54,94.21,444361.2967
Florida,2011,50k - 75k,13.95,377.64,35.43,61247.38602
Maine,2011,50k - 75k,19.17,500.94,44.38,61783.76497
New Jersey,2015,75k - 100k,14.58,447.11,56.91,86752.98913
Maryland,2013,50k - 75k,14.58,304.04,46.83,61598.46326
Wyoming,2011,50k - 75k,16.39,439.04,29.77,62052.83938
Rhode Island,2015,100k - 200k,19.31,395.69,80.53,135104.5478
Pennsylvania,2013,Under 25k,10.43,447.83,4.05,11592.1149
United States,2011,50k - 75k,15.24,677.05,41.52,61556.20933
Virginia,2014,Under 25k,14.47,102.24,3.95,12378.34962
New York,2014,75k - 100k,14.3,245.26,46.83,86660.06319
Colorado,2014,50k - 75k,16.45,218.46,34.8,61603.96817
Nebraska,2013,100k - 200k,18.65,64.61,74.29,136767.9734
Utah,2015,100k - 200k,20.71,89,81.72,132938.1205
Montana,2015,50k - 75k,18.32,324.84,34.82,61844.71663
Rhode Island,2012,Under 25k,12.37,728.96,5.69,12065.05477
South Dakota,2014,Under 25k,9.99,47.31,2.32,12018.02566
Utah,2012,100k - 200k,20.83,156.16,84.68,132130.0021
California,2010,100k - 200k,20.88,983.99,79.15,136177.1792
Louisiana,2013,200k+,30.74,14.76,81.92,482651.173
Minnesota,2014,75k - 100k,17.48,362.3,55.06,86889.41667
Mississippi,2013,75k - 100k,18.01,155.85,44.29,86555.23349
Mississippi,2014,25k - 50k,13.17,103.23,13.08,35581.81371
Nevada,2013,200k+,24.25,115.32,76.18,606886.7372
United States,2015,25k - 50k,12.78,237.12,13.69,36193.61239
Alabama,2015,200k+,24.8,2.02,88.55,452713.0992
District Of Columbia,2014,Under 25k,21.07,267.94,3.24,12768.92114
Wyoming,2010,25k - 50k,13.46,805,16.11,37704.05923
Mississippi,2011,25k - 50k,12.73,305.7,16.75,35583.44523
Maryland,2012,200k+,25.27,81.52,94.96,443826.1179
Connecticut,2012,Under 25k,12.94,666.23,7.07,11723.33938
Rhode Island,2010,50k - 75k,13.95,1668.86,52.16,61674.2217
New Mexico,2011,100k - 200k,20.21,263.71,72.02,132680.4798
Tennessee,2010,75k - 100k,19.27,468.83,50.27,86649.57542
Tennessee,2015,50k - 75k,16.49,88.26,23.81,61396.98748
North Dakota,2013,75k - 100k,16.76,227.29,20.84,87630.5767
Arizona,2012,50k - 75k,14.35,261.93,40.47,61477.48493
